age,storeys,score,latitude,longitude,graffiti,cladding,grounds,walkways
62,14,65,43.741069981,-79.31303466,2,3,2,3
49,19,66,43.6398689295,-79.5856147179,4,3,3,3
51,27,64,43.749810629,-79.543432658,3,4,3,3
70,8,69,43.6029845344,-79.4939230131,5,4,3,3
68,4,67,43.602838275,-79.4944408976,5,3,3,3
55,5,70,43.7293849818,-79.2268912004,5,2,4,4
68,4,63,43.6681530791,-79.4056958125,5,3,3,3
63,3,64,43.7050925163,-79.5282487597,4,3,3,4
52,10,65,43.668157441,-79.406612526,3,3,4,4
61,7,58,43.6365103403,-79.562181408,3,2,3,3
59,10,72,43.6425908284,-79.5784906979,4,3,4,4
72,3,56,43.678247289,-79.440459346,4,2,3,3
56,9,64,43.717205556,-79.336050418,5,3,2,3
55,20,72,43.6999168963,-79.3180366606,4,3,3,3
37,5,71,43.6845417395,-79.3910501219,5,3,4,4
65,3,72,43.687956879,-79.491393198,5,4,3,4
63,6,65,43.6888376633,-79.435821172,4,3,3,4
55,6,68,43.696913551,-79.549832217,5,4,3,4
62,10,51,43.744527226,-79.2154577667,2,2,3,2
59,14,67,43.761243138,-79.3906391551,5,3,4,3
59,7,63,43.7611788697,-79.3897561854,5,3,4,3
59,7,63,43.76099861,-79.388484657,4,3,3,3
55,19,70,43.680342384,-79.435548424,5,4,3,3
94,6,68,43.6830691482,-79.4004020414,5,3,4,4
56,8,71,43.7023575152,-79.4173230681,5,3,4,4
68,8,66,43.6756343719,-79.4334082604,5,3,3,3
54,17,73,43.716421355,-79.334404294,3,3,4,4
56,25,58,43.651709561,-79.564536328,4,2,3,3
63,3,53,43.70777445,-79.248713747,4,3,2,3
63,3,51,43.707978054,-79.248780872,4,3,3,2
63,3,51,43.708100911,-79.248499263,4,2,3,3
60,9,65,43.705666038,-79.422923285,5,3,3,3
53,7,60,43.6584013749,-79.5675840655,4,3,3,3
56,13,65,43.7888101852,-79.3913448594,5,3,4,4
55,13,68,43.7877925781,-79.3916951012,5,3,3,3
57,3,66,43.6017504793,-79.4973496244,5,3,3,4
63,3,56,43.701030915,-79.25119809,5,4,3,3
67,3,63,43.7220330061,-79.3004691697,5,4,3,3
67,3,68,43.7221830841,-79.2995646388,5,4,4,4
67,3,68,43.7223884038,-79.2991027155,5,4,4,4
63,9,62,43.6639097135,-79.3766153717,4,3,3,3
63,7,66,43.6640870859,-79.3767455486,4,3,3,3
68,3,53,43.7214377467,-79.4800527755,4,3,3,2
67,3,65,43.7221951584,-79.2984586067,5,3,4,4
67,3,64,43.722488216,-79.2987114556,5,3,4,4
68,3,55,43.7212489547,-79.4801097422,4,3,2,2
64,10,69,43.6856691737,-79.4040338654,5,3,3,3
47,19,69,43.7481679361,-79.577118319,5,3,2,3
51,27,69,43.750621289,-79.544032103,5,4,3,3
66,4,77,43.674407746,-79.379741579,5,3,4,4
66,4,77,43.6743478702,-79.3793263645,5,3,4,4
41,7,79,43.725414029,-79.305833904,3,4,4,4
41,9,79,43.725379191,-79.304998826,3,4,4,4
41,9,79,43.726050381,-79.304738793,3,4,4,4
95,6,63,43.682032461,-79.400826171,5,3,3,3
12,5,80,43.6565407621,-79.3861458436,5,4,4,4
63,4,54,43.665842728,-79.5207230628,3,2,3,3
67,8,64,43.679355025,-79.398110045,5,3,3,3
58,8,73,43.683390655,-79.3997224813,5,4,4,4
69,4,64,43.702519583,-79.253065845,5,3,4,3
60,9,62,43.724969646,-79.2748142214,5,4,2,2
73,3,58,43.7500704294,-79.4375522258,4,3,3,3
67,3,54,43.7503482219,-79.4375870637,5,2,2,2
53,3,56,43.638628857,-79.4424836843,5,3,2,4
89,5,68,43.693704796,-79.3967468,5,3,4,4
56,17,73,43.7123137855,-79.2481266679,5,4,4,4
56,17,72,43.7129086078,-79.2474811669,5,3,4,4
55,10,69,43.713486559,-79.2466803233,5,3,3,4
93,3,58,43.702336489,-79.3977985122,3,3,3,3
62,6,75,43.7035934796,-79.5272812231,5,4,4,3
63,10,71,43.617341413,-79.486574349,5,3,4,3
63,10,74,43.6169356849,-79.4866758705,5,4,3,3
65,3,63,43.6123424282,-79.4891538112,5,4,3,3
61,3,61,43.689996633,-79.411502636,5,3,3,3
85,4,63,43.685882132,-79.418348616,5,3,3,4
86,6,62,43.6878011506,-79.397437188,5,3,3,3
97,4,62,43.6874952579,-79.3985597973,5,3,3,3
53,4,64,43.6857216141,-79.4075167985,5,3,4,3
63,3,64,43.7387605679,-79.4255772221,5,3,3,3
54,21,75,43.7273105049,-79.3250508572,5,3,4,3
63,3,64,43.7388890136,-79.4250339237,5,3,3,3
26,16,78,43.6951962434,-79.4496138962,5,4,4,4
58,4,59,43.6677026492,-79.4197494705,3,3,3,3
83,3,63,43.7051010779,-79.4050051323,5,3,3,3
11,5,78,43.65908018,-79.366823235,4,4,3,4
32,4,73,43.659070087,-79.366469562,4,4,3,4
63,4,64,43.6895758413,-79.4611447354,5,4,3,3
111,3,55,43.6549416362,-79.4173376182,3,2,2,3
68,3,64,43.697686003,-79.4052912228,5,3,3,4
63,3,61,43.707964508,-79.50552763,4,3,3,3
64,5,60,43.6960744656,-79.2646078047,4,3,4,3
89,6,65,43.6915069852,-79.3947793757,5,3,4,4
63,3,64,43.6919673643,-79.3928327445,5,3,3,2
69,4,62,43.6914009803,-79.3925441035,5,3,3,3
53,16,77,43.71093654,-79.398471241,5,4,4,4
76,4,71,43.711639,-79.394802088,5,3,3,4
63,14,58,43.7531434812,-79.5178280471,4,3,3,2
53,13,61,43.753728376,-79.5177880102,4,4,2,3
53,14,57,43.7553825332,-79.5178201808,3,4,3,3
64,5,64,43.6942406166,-79.4549873652,5,3,3,3
51,5,69,43.7444973397,-79.5152533394,5,4,3,4
84,3,57,43.659740893,-79.374693208,4,3,2,3
53,12,79,43.7706671849,-79.2834762458,5,4,4,3
52,12,79,43.7707832946,-79.2843673903,5,4,4,5
52,13,79,43.7720555044,-79.2853142425,5,4,4,4
51,10,87,43.7723180506,-79.2859346865,5,5,5,5
49,14,81,43.771912239,-79.287922032,5,4,3,3
59,7,58,43.7182235841,-79.5547061524,5,3,3,3
62,4,70,43.713073423,-79.3909507962,5,3,4,3
63,4,61,43.714616652,-79.558696849,5,3,3,2
63,7,60,43.714919516,-79.55750237,5,3,3,3
63,4,64,43.716209724,-79.557077624,5,3,3,3
63,7,66,43.715262532,-79.556650611,5,4,3,3
64,4,68,43.7404203378,-79.4237155283,5,3,4,3
67,6,63,43.7407727399,-79.4231830524,5,3,3,3
63,13,54,43.7888662031,-79.4463491989,4,3,3,3
62,6,62,43.7194706389,-79.2404320451,5,3,3,3
94,4,65,43.667957114,-79.414124093,5,3,3,3
33,3,54,43.731455829,-79.435410014,4,3,2,3
55,26,67,43.698777377,-79.387810749,5,3,4,3
91,4,64,43.6849625997,-79.4194565721,5,3,3,3
66,3,67,43.7262422092,-79.403851017,5,3,3,3
66,17,70,43.694963947,-79.398921997,5,3,3,3
57,16,76,43.7430013291,-79.1969715203,5,4,4,4
66,17,68,43.695189701,-79.397924593,5,3,3,3
66,17,66,43.695332786,-79.397152193,5,3,3,3
66,18,67,43.695475395,-79.39853936,5,3,3,3
66,17,70,43.69593604,-79.399287445,5,3,3,4
69,3,63,43.7193022696,-79.5173252308,5,3,3,3
69,3,61,43.7191256895,-79.5181150514,5,3,3,3
63,15,69,43.686218485,-79.413643322,5,4,4,4
27,7,68,43.698779468,-79.3972801771,5,3,4,4
73,3,52,43.7200316288,-79.5141632262,4,3,2,2
50,3,61,43.7197126113,-79.5155827763,4,3,3,3
56,3,61,43.7196469123,-79.5158634781,3,3,4,3
71,3,57,43.6844140268,-79.4441626996,4,3,3,3
71,3,55,43.684753041,-79.44430348,5,3,3,3
71,3,57,43.6850733378,-79.4444390829,4,3,3,3
73,3,64,43.6852037341,-79.4451995496,5,4,3,3
42,7,82,43.7409528435,-79.2252456452,5,4,4,4
49,5,69,43.680228436,-79.298774503,4,3,3,3
53,3,83,43.5916886979,-79.5307437677,5,4,4,5
53,3,83,43.5918858428,-79.5306544291,5,4,4,5
53,3,80,43.5920527461,-79.530753761,3,4,4,4
63,7,63,43.670260332,-79.40054649,5,3,3,4
67,9,63,43.6708811,-79.400783867,5,3,3,3
53,6,73,43.6871475081,-79.3130882633,4,3,4,4
63,3,63,43.6737471581,-79.3071214297,4,3,2,3
46,4,73,43.6782886904,-79.3101324427,4,3,4,4
49,21,78,43.7283181853,-79.3241417766,5,4,4,4
68,12,69,43.723761725,-79.402367148,5,3,3,4
66,4,64,43.7263976786,-79.4031116718,5,3,3,3
68,4,59,43.7194896137,-79.5165478577,5,3,2,3
63,4,74,43.6895024674,-79.3470197839,5,5,4,3
61,12,69,43.6902830528,-79.3461159995,5,5,3,3
111,3,56,43.6484324377,-79.4240226585,3,3,2,2
61,6,80,43.759036474,-79.231672415,5,4,4,4
67,3,51,43.7424088558,-79.4365679178,4,3,3,2
53,20,64,43.764613327,-79.345774526,4,2,3,3
53,24,53,43.7654302303,-79.3443358391,5,2,2,2
53,25,60,43.7656767876,-79.3428279656,3,2,3,3
61,6,74,43.7587707758,-79.2323786593,4,3,4,4
71,3,56,43.733065925,-79.4350942032,4,2,3,3
56,14,56,43.6701517144,-79.3735812893,2,3,3,3
56,14,53,43.6709382453,-79.3739456506,2,3,2,2
59,15,61,43.670774446,-79.370931083,5,3,3,4
59,15,57,43.670488769,-79.371608932,4,3,3,2
54,16,68,43.6600387742,-79.4305495251,5,3,4,3
59,15,61,43.671082603,-79.371532819,5,3,2,4
62,4,72,43.6721092112,-79.3028387259,4,4,3,4
64,13,66,43.668382815,-79.380659943,5,4,3,4
48,17,60,43.6867124421,-79.4141955534,5,3,3,3
65,3,71,43.6645208541,-79.4910119688,5,3,4,3
70,3,53,43.721008261,-79.4803100751,5,2,3,3
91,4,60,43.6851006268,-79.4195107328,5,2,3,3
73,3,61,43.7056921663,-79.402181637,5,3,3,3
73,3,63,43.7056468063,-79.4024028495,5,3,3,3
103,3,63,43.7054577382,-79.4032997946,5,3,3,2
18,6,72,43.738917845,-79.4348039821,5,3,3,4
59,7,49,43.7478559496,-79.4370573738,3,2,3,3
83,4,67,43.6794139167,-79.35783854,5,5,4,4
55,17,64,43.6984388965,-79.3893834002,5,3,4,4
83,3,64,43.6831736405,-79.3030579348,4,3,3,2
63,9,54,43.6684734257,-79.4081015431,3,3,3,3
58,15,38,43.7728909718,-79.231398356,5,2,2,2
67,3,65,43.6894549031,-79.4020332335,5,3,3,3
29,5,64,43.767932495,-79.197118281,5,4,3,4
47,29,73,43.763239637,-79.409191362,4,4,4,3
48,29,76,43.762630954,-79.409754662,5,4,4,4
68,4,64,43.6964637317,-79.4032380661,5,3,3,3
66,5,72,43.7379997073,-79.2696666351,5,4,4,4
62,6,74,43.7346483486,-79.268437993,5,3,4,2
61,7,63,43.761230364,-79.335262791,3,3,3,3
73,3,63,43.7191723913,-79.4799616805,5,3,3,3
64,3,64,43.6967810359,-79.4024723932,5,3,3,3
69,6,56,43.7359936436,-79.2687949142,5,3,3,3
34,11,89,43.7559421372,-79.2499550823,5,4,4,4
59,7,76,43.7552486601,-79.2439639688,4,3,4,3
59,3,78,43.7705466002,-79.3863327506,4,4,4,4
63,3,63,43.7003921332,-79.4063848317,5,3,3,3
63,3,61,43.7006489139,-79.4065038723,5,3,3,3
63,3,61,43.7007807941,-79.4065602418,5,3,3,3
53,5,79,43.7709054792,-79.3819188744,5,3,4,4
66,14,74,43.687842496,-79.401374105,5,4,4,3
71,12,69,43.688177664,-79.401518522,5,3,3,3
68,11,68,43.6892676418,-79.4019577858,5,3,3,3
68,11,69,43.6896239325,-79.4033213514,5,4,4,4
73,3,56,43.67792961,-79.3589234686,2,3,2,3
58,16,61,43.7451271628,-79.2131571633,4,3,2,3
48,17,60,43.7456216056,-79.2112167788,3,3,3,3
63,4,66,43.664772523,-79.3781317195,4,3,3,4
63,3,69,43.745979183,-79.202034161,4,3,3,4
55,23,66,43.6698986965,-79.3965574738,5,3,3,3
31,4,66,43.669760121,-79.458975993,5,3,3,4
30,4,78,43.734818534,-79.300588721,5,3,4,4
65,3,52,43.7184264423,-79.4794939296,5,2,3,2
68,4,62,43.718801135,-79.4798728535,5,3,3,3
73,4,60,43.6749404991,-79.279202734,3,3,3,2
47,7,65,43.7359730644,-79.2190996441,5,3,3,3
56,12,67,43.7353054239,-79.2199852938,5,3,2,3
47,8,66,43.736752064,-79.2186571,4,3,3,3
86,4,73,43.6747748062,-79.2796021139,5,3,3,4
58,3,59,43.6691775481,-79.4863066035,5,3,3,3
56,13,71,43.6504895389,-79.4313915091,5,3,4,3
58,17,53,43.7449791335,-79.2174778122,2,3,3,3
112,3,58,43.649474046900004,-79.4321012172,3,3,3,3
58,21,66,43.7460384485,-79.218063912,5,3,3,3
15,5,74,43.666206649,-79.447567251,5,4,4,3
57,4,66,43.7543911907,-79.3162260546,5,3,4,4
54,4,68,43.7547279598,-79.3146445734,5,3,4,4
64,3,71,43.765626586,-79.37941856,5,3,3,4
54,4,78,43.742526167,-79.24582411,5,4,4,4
53,19,80,43.768469253,-79.382764906,5,4,4,4
63,13,60,43.669071979,-79.406941997,5,3,3,3
63,6,79,43.7401259268,-79.2429318294,5,4,5,4
58,12,54,43.634517342,-79.428882498,2,3,2,2
26,7,68,43.6473212947,-79.3729640747,4,4,4,4
64,4,56,43.7433324856,-79.3097740889,4,3,3,2
64,4,66,43.7441147474,-79.310048062,4,4,4,3
41,9,71,43.7261205219,-79.3038237102,5,4,4,4
55,4,69,43.7300058216,-79.3053972189,5,3,3,3
63,4,76,43.7309861519,-79.3047834793,5,4,4,4
65,4,69,43.7316703129,-79.3050968759,5,4,4,2
31,9,82,43.7393701329,-79.2153343914,4,4,3,4
63,3,60,43.6678896371,-79.406592558,5,3,3,3
55,17,63,43.744688035,-79.218768113,5,3,3,3
54,16,68,43.746190112,-79.2190765702,5,3,3,3
61,6,66,43.7388748682,-79.3078956075,5,4,3,2
73,3,61,43.592545281,-79.528407015,5,3,3,3
73,3,64,43.592527408,-79.528501876000007,5,3,3,3
58,4,73,43.7416060868,-79.2819282185,5,4,3,2
63,4,69,43.7418231309,-79.2820268094,5,4,3,3
44,5,74,43.7803171542,-79.2969946831,5,4,4,4
20,27,77,43.7649957319,-79.4142574762,5,4,4,4
58,9,67,43.6716015637,-79.3882501798,5,4,3,3
73,3,73,43.678055685,-79.3589018471,5,4,4,5
31,4,63,43.6611021065,-79.3502357937,5,3,3,4
59,4,72,43.6861001378,-79.2821331164,5,4,3,4
107,3,55,43.6823886069,-79.4176648249,1,3,3,3
68,4,65,43.6876466507,-79.4205557001,4,3,4,3
73,5,59,43.6667648172,-79.3456335069,3,3,3,3
93,4,61,43.7083456861,-79.3923007973,5,3,3,3
73,3,54,43.6778634495,-79.3588173792,2,3,3,3
93,3,63,43.7009995731,-79.4241109809,5,3,3,3
63,3,68,43.7111056713,-79.4789091508,5,4,4,4
65,3,59,43.711712237,-79.4792178818,4,3,3,3
62,6,68,43.739089427,-79.270177266,5,3,3,3
58,4,76,43.739624156,-79.270445694,5,3,4,3
62,7,68,43.740395354,-79.270793343,5,4,3,3
63,18,73,43.7822367958,-79.2884509141,5,4,4,4
63,3,61,43.690686289,-79.455914851,5,3,3,3
63,3,61,43.690799353,-79.456216348,3,3,3,4
65,4,64,43.691729939,-79.456536022,5,3,4,3
73,3,63,43.6481742891,-79.4902420295,4,4,2,4
93,3,56,43.6750307641,-79.3429590796,4,3,2,2
35,3,51,43.6600377777,-79.3438606904,3,3,3,3
58,6,77,43.704991699,-79.305610532,4,3,2,4
58,16,80,43.655223679,-79.464807315,5,4,4,3
68,3,59,43.7157152364,-79.4800398693,5,3,3,3
68,3,55,43.715924264,-79.4800852491,4,3,3,3
51,14,71,43.6381925177,-79.4297211776,5,3,4,4
63,5,56,43.6637082321,-79.5023379758,5,3,2,2
56,5,69,43.6770415384,-79.4134459783,5,4,4,3
64,5,63,43.705178016,-79.425108275,3,2,2,3
53,6,79,43.6751742383,-79.2785094053,5,4,4,4
69,4,70,43.6753306295,-79.2779449422,5,4,3,3
106,3,61,43.639920627,-79.4393647797,5,2,3,3
37,18,82,43.79254847,-79.39077874,5,4,4,4
103,4,59,43.6746856483,-79.2801413313,5,4,2,3
56,9,66,43.6915639113,-79.4491372654,4,3,3,4
52,15,68,43.6575632508,-79.4340091901,3,4,3,4
51,23,58,43.7240484372,-79.5118150261,2,3,3,3
64,4,71,43.76608884,-79.380413219,5,3,3,3
61,7,67,43.7604036514,-79.3924866908,5,3,4,2
61,7,66,43.7611222484,-79.3926873718,3,3,4,3
61,12,70,43.7610374702,-79.3915028226,5,3,4,3
68,4,63,43.70796583,-79.302427359,4,3,3,3
63,3,65,43.7077283573,-79.3012700088,4,3,3,3
53,4,71,43.765752783,-79.380070251,5,4,3,3
67,4,59,43.7085088591,-79.2998972117,4,4,3,3
88,6,63,43.7055531895,-79.4028556914,5,3,3,3
27,4,80,43.787109972,-79.415408659,5,4,4,4
56,13,78,43.7921587704,-79.3916718817,4,4,4,3
64,4,56,43.690434125,-79.448380394,4,3,2,3
64,4,56,43.69067643,-79.448458776,4,3,2,3
61,7,62,43.669584779,-79.400213595,5,3,3,3
66,8,62,43.671224238,-79.401812426,5,3,3,3
45,9,75,43.801321025,-79.304237888,5,5,4,3
73,3,59,43.6923348201,-79.3435916097,5,4,4,3
53,17,69,43.777664481,-79.310076811,3,4,4,5
54,10,73,43.7821007086,-79.2907139042,5,4,4,3
63,9,67,43.6949094496,-79.3968815347,5,3,3,3
103,4,63,43.690519401,-79.396663132,5,3,3,3
61,6,71,43.763205849,-79.3169546412,5,3,3,3
56,7,59,43.6373867485,-79.4364522272,3,3,2,2
63,3,49,43.6361307104,-79.4396082972,3,3,2,2
103,4,64,43.691003539,-79.395988686,5,3,3,3
52,12,59,43.7432814617,-79.5941314137,4,3,3,3
29,4,72,43.6763328367,-79.4723721039,5,4,3,4
31,4,68,43.665053148,-79.446087581,3,4,4,3
83,3,61,43.705877825,-79.4013471201,5,3,3,3
70,5,66,43.7032107551,-79.4163543553,5,2,2,3
70,4,56,43.636181771,-79.48992422,3,3,3,3
61,11,72,43.7037098752,-79.4222136695,5,4,4,3
83,3,51,43.68800974,-79.270112715,4,2,3,3
83,3,54,43.687961104,-79.269766888,4,3,3,3
30,4,74,43.6754298022,-79.4139451731,5,4,4,4
74,3,66,43.6502799096,-79.4966278276,5,3,3,3
74,3,66,43.6502958618,-79.4968685545,5,3,3,3
74,4,64,43.6503142619,-79.4971169059,4,3,3,3
74,4,64,43.6503326449,-79.4973659893,5,3,3,2
63,5,51,43.7147716704,-79.4283731073,4,2,3,2
34,10,67,43.7717770023,-79.2843647481,5,3,3,4
52,3,52,43.700613718,-79.2522439531,2,3,3,3
61,4,67,43.7077057177,-79.4544291704,5,4,4,3
52,3,52,43.700017847,-79.2530664991,3,3,3,3
52,3,49,43.7001107344,-79.2530513006,3,3,3,3
52,3,52,43.7005566696,-79.2528798583,3,3,3,2
52,3,53,43.7006703636,-79.2528221569,3,3,3,3
64,3,68,43.7305607276,-79.3055621564,5,4,3,2
57,17,71,43.771150914,-79.414752626,5,3,4,4
57,6,68,43.770932219,-79.415667206,5,3,4,3
63,3,56,43.7218557003,-79.4808147675,4,4,2,3
53,21,55,43.6880167433,-79.3522352421,3,3,2,3
55,11,64,43.6881568082,-79.351627018,5,3,3,4
103,4,63,43.6730490225,-79.2843149122,4,3,3,3
103,4,63,43.6731276017,-79.2840966944,4,3,3,3
93,3,64,43.6723206085,-79.2877515365,4,3,3,3
26,6,62,43.665346577,-79.460923141,3,3,3,3
31,6,68,43.665100576,-79.461595606,5,4,3,3
54,25,76,43.699562452,-79.388217525,5,3,4,4
58,12,66,43.6891373921,-79.3519022582,5,2,4,3
58,12,77,43.753625037,-79.3156353,5,4,4,4
58,12,76,43.753301871,-79.314659512,4,4,4,4
63,3,56,43.640715018,-79.488178586,3,3,3,3
56,20,68,43.688457389,-79.390866323,4,3,4,4
53,26,72,43.689146769,-79.390517749,5,3,4,3
92,4,72,43.6726051315,-79.3542475992,5,3,4,4
30,14,66,43.6013523881,-79.5083940455,3,3,3,3
63,4,58,43.6389598462,-79.4872934251,3,3,3,3
28,15,68,43.6565162898,-79.3781464612,4,4,2,3
50,11,62,43.6584811745,-79.3719261905,4,3,3,3
61,13,70,43.705056804,-79.530164006,4,3,4,3
60,10,72,43.705579903,-79.530984826,5,4,4,4
60,4,76,43.751017702,-79.402305283,5,4,4,3
92,4,66,43.6882314978,-79.4129731553,4,3,4,3
60,4,80,43.751505712,-79.402827155,5,4,4,4
68,4,67,43.7273147758,-79.3079868518,4,3,3,4
93,7,61,43.6873687296,-79.3959379318,5,3,3,3
63,4,75,43.7269176828,-79.3086521838,5,4,4,4
63,4,59,43.7392166771,-79.3081651793,3,2,2,2
63,3,59,43.7306713451,-79.4374893371,3,3,3,3
52,4,66,43.691627521,-79.434491531,5,3,3,3
49,17,65,43.677654113,-79.554781207,5,3,4,3
18,4,91,43.807586521,-79.21678105,5,5,5,5
83,3,55,43.688219097,-79.269800533,4,3,3,4
83,3,54,43.68817271,-79.269435846,4,3,3,3
83,3,55,43.688423918,-79.269500963,4,3,3,3
68,4,68,43.603004467,-79.4961219509,5,4,3,4
63,6,56,43.7009946331,-79.4402809991,5,3,3,2
63,3,68,43.6922338982,-79.2630193825,5,4,3,3
67,5,76,43.681930111,-79.280816489,5,4,4,3
103,4,54,43.681968905,-79.2794672741,5,3,3,3
67,5,78,43.6821685941,-79.2802892859,5,4,4,4
83,3,54,43.687651655,-79.270543261,4,3,3,3
83,3,54,43.687794468,-79.270325262,4,3,3,3
60,4,74,43.7601407229,-79.3938827219,4,3,4,4
63,13,81,43.756000502,-79.240912837,5,4,4,4
59,7,72,43.7620219715,-79.2131151928,5,4,3,4
60,4,74,43.7525712767,-79.4059855057,5,4,3,3
56,11,63,43.7870875087,-79.4473742209,4,3,3,3
69,4,75,43.7379925253,-79.3424983362,5,3,4,4
56,4,76,43.760392359,-79.323756495,4,3,3,4
58,4,66,43.7034089135,-79.4083878134,5,3,3,3
55,9,63,43.6935553458,-79.447286922,5,3,3,3
54,3,59,43.7327254218,-79.4367279054,5,3,2,2
62,5,72,43.73018689,-79.340902799,5,3,4,3
58,10,69,43.7102125609,-79.3798510461,5,3,3,3
55,13,68,43.7065465762,-79.4033898366,5,3,3,2
56,15,64,43.7089250869,-79.3890965678,3,3,3,3
63,4,64,43.602248316,-79.506894937,5,3,3,3
54,13,66,43.7094642809,-79.3868949941,5,3,3,3
65,4,71,43.6897044101,-79.3512503162,5,3,3,4
59,12,55,43.6901320701,-79.3521100097,3,3,3,2
62,6,66,43.6898006862,-79.3508860504,5,3,4,4
62,6,64,43.6899236316,-79.3498848765,5,3,3,4
49,10,59,43.7684659782,-79.2836448552,5,3,3,2
73,3,52,43.7112636498,-79.4790421102,4,3,2,2
64,9,53,43.6979738679,-79.4763948236,3,3,2,2
66,4,60,43.70619654,-79.478133779,3,3,3,3
66,4,56,43.706451929,-79.478254085,5,3,3,3
31,5,79,43.676210791,-79.409902417,5,4,4,4
50,9,52,43.7711875516,-79.5216643445,3,3,3,3
48,13,52,43.773718226,-79.522486744,3,3,2,3
49,18,61,43.7880273326,-79.258614594,5,4,3,4
69,4,74,43.6897018875,-79.3561857803,5,4,3,4
56,21,72,43.6775380937,-79.3603585114,5,4,4,4
56,21,70,43.678116007,-79.3607869844,5,3,4,4
69,4,63,43.71000827,-79.4024838056,5,3,3,3
63,5,59,43.7009028087,-79.449149194,5,3,3,3
58,12,66,43.784966077199996,-79.4478362845,4,3,3,4
64,5,64,43.7010927419,-79.4506862658,5,3,3,4
58,12,67,43.7839479718,-79.4474754127,5,3,3,3
49,33,54,43.709767508,-79.4014749326,2,3,3,3
64,4,74,43.7359570079,-79.3424850802,5,4,3,3
64,4,74,43.7365519445,-79.3426250129,5,4,3,3
60,4,61,43.6836557014,-79.4214673851,5,3,3,3
76,3,66,43.6843811107,-79.4210952142,3,3,3,3
63,3,63,43.6369083236,-79.4291371749,5,3,3,3
63,3,61,43.6370716153,-79.4291933844,5,3,3,3
59,3,68,43.7183341161,-79.5583853211,5,3,3,3
57,8,53,43.6952829956,-79.4482618257,3,3,2,2
68,3,63,43.6852816558,-79.4214805107,5,2,3,3
68,4,58,43.6867106678,-79.421940478,3,3,3,3
50,18,61,43.77414527,-79.524134475,4,3,4,3
126,3,64,43.6410463174,-79.4371700849,3,3,3,3
44,3,63,43.6411898546,-79.4371749359,3,3,3,3
53,16,72,43.6814135656,-79.2831322282,4,4,4,3
52,5,71,43.681735253,-79.281298195,5,3,4,3
71,4,66,43.6092734269,-79.4898141501,5,3,3,3
71,4,66,43.6090707341,-79.4891854143,5,3,3,3
71,4,64,43.6088644692,-79.4900435258,5,2,3,3
64,4,78,43.7522561858,-79.4046460528,5,4,4,4
58,4,75,43.7522249865,-79.4034227428,5,3,4,3
64,4,77,43.7529197389,-79.4048046905,4,4,4,4
58,4,72,43.752982924,-79.40413326,5,3,4,3
123,3,56,43.6366656568,-79.4404917741,3,3,3,3
61,7,72,43.737112527,-79.3420220409,3,4,4,3
56,19,64,43.7878226343,-79.4475892246,5,3,3,4
73,3,65,43.7447105707,-79.4354450198,5,3,2,4
58,15,62,43.771935488,-79.2306318513,5,4,3,3
73,4,67,43.7142674187,-79.3630347401,5,3,4,4
65,4,63,43.71442413,-79.362206452,5,3,3,3
54,33,61,43.6598447463,-79.3804771262,4,4,3,3
16,12,78,43.6599201905,-79.3793368695,5,4,4,4
64,11,70,43.672819085,-79.395361896,5,3,3,3
31,6,72,43.6876986854,-79.3490675447,5,4,4,4
68,4,68,43.7284154866,-79.3006056472,4,3,3,3
64,4,64,43.7284977107,-79.2991802272,5,4,4,3
68,4,68,43.7287170868,-79.3000634846,5,2,3,3
55,12,59,43.6884286813,-79.3499828306,4,3,3,3
54,3,64,43.673636335,-79.391647025,4,3,3,3
65,7,72,43.6378411067,-79.4395051216,5,3,3,3
50,11,65,43.6596580552,-79.3733983555,3,4,4,3
68,4,74,43.7272130939,-79.3004559002,4,4,3,4
60,10,49,43.7037504751,-79.523456429,3,2,3,2
60,3,65,43.6886977693,-79.3541118682,5,3,3,3
61,22,66,43.6881435504,-79.3536043403,2,4,4,5
58,5,59,43.6889031771,-79.3527309834,5,3,2,3
50,21,73,43.6983951886,-79.3949238347,4,3,3,3
53,24,73,43.698778807,-79.3922142682,5,3,3,3
53,20,68,43.6991911048,-79.3914184257,5,3,3,3
53,13,54,43.744225114,-79.585660851,3,2,3,3
73,3,60,43.686586172,-79.375116004,4,3,3,4
52,43,76,43.7072324001,-79.3412260815,5,4,4,3
56,5,74,43.7604975469,-79.3303911493,5,4,3,4
62,4,77,43.7447615515,-79.3267702279,5,4,4,3
62,4,80,43.7454519682,-79.3263683748,5,4,4,4
45,9,73,43.801321025,-79.304237888,4,4,4,4
45,9,71,43.801480967,-79.302703022,5,4,3,4
69,3,64,43.7094490661,-79.5079325701,5,3,3,4
59,8,74,43.7425320899,-79.4068095437,5,3,5,3
63,3,64,43.753111203,-79.453124981,5,3,3,3
61,3,68,43.7183839907,-79.5579415318,5,3,3,3
54,4,74,43.6788601061,-79.3775615187,5,4,3,4
58,15,74,43.7399757697,-79.2395009689,5,3,4,3
68,6,72,43.702214085,-79.34780065,5,4,4,4
62,4,63,43.7616285056,-79.3217659908,4,3,3,3
63,6,71,43.687382202,-79.413225309,5,3,4,4
53,6,64,43.687630803,-79.414527721,5,3,4,3
63,8,70,43.6382286578,-79.4382671328,5,3,2,3
63,6,71,43.7025432153,-79.3472542795,5,4,4,3
54,12,43,43.7506077851,-79.2210328403,1,4,2,2
